,listing_id,date
1723,1678744,2019-10-14
1724,1678744,2019-10-21
1725,1678744,2019-11-02
1726,1678744,2019-11-05
1727,1678744,2019-11-06
1728,1678744,2019-11-12
1729,1678744,2019-12-02
1730,1678744,2019-12-04
1731,1678744,2019-12-19
1732,1678744,2020-01-11
1733,1678744,2020-01-29
1734,1678744,2020-01-31
1736,1678754,2018-03-11
1776,1678755,2018-02-24
1777,1678755,2018-03-08
1778,1678755,2018-03-10
1779,1678755,2018-03-11
1780,1678755,2018-03-17
1781,1678755,2018-03-25
1782,1678755,2018-04-06
1783,1678755,2018-04-08
1784,1678755,2018-04-15
1785,1678755,2018-04-24
1786,1678755,2018-04-30
1787,1678755,2018-05-09
1788,1678755,2018-05-14
1789,1678755,2018-05-20
1790,1678755,2018-06-17
1791,1678755,2018-06-25
1792,1678755,2018-07-08
1793,1678755,2018-07-15
1794,1678755,2018-07-22
1795,1678755,2018-08-02
1796,1678755,2018-08-15
1797,1678755,2018-08-21
1798,1678755,2018-09-10
1799,1678755,2018-09-12
1800,1678755,2018-09-17
1801,1678755,2018-09-24
1802,1678755,2018-10-12
1803,1678755,2018-10-28
1804,1678755,2018-11-09
1805,1678755,2018-12-06
1806,1678755,2018-12-07
1807,1678755,2018-12-16
1808,1678755,2019-01-09
1809,1678755,2019-02-16
1810,1678755,2019-02-26
1811,1678755,2019-03-01
1812,1678755,2019-03-19
1813,1678755,2019-05-19
1814,1678755,2019-05-29
1815,1678755,2019-05-29
1816,1678755,2019-06-25
1817,1678755,2019-07-26
1818,1678755,2019-07-26
1819,1678755,2019-08-21
1820,1678755,2019-09-27
1821,1678755,2019-10-30
1822,1678755,2019-11-01
1823,1678755,2019-11-03
1824,1678755,2019-11-19
1825,1678755,2019-11-25
1826,1678755,2020-01-11
1827,1678755,2020-01-23
1828,1678755,2020-01-30
1829,1678755,2020-01-31
1904,1941719,2018-01-02
1905,1941719,2018-01-08
1906,1941719,2018-03-14
1907,1941719,2018-03-22
1908,1941719,2018-04-27
1909,1941719,2018-04-30
1910,1941719,2018-07-04
1911,1941719,2019-02-17
1912,1941719,2019-04-25
2122,2129215,2018-01-03
2123,2129215,2018-01-11
2124,2129215,2018-01-14
2125,2129215,2018-01-21
2126,2129215,2018-01-24
2127,2129215,2018-02-04
2128,2129215,2018-02-06
2129,2129215,2018-02-09
2130,2129215,2018-02-14
2131,2129215,2018-02-18
2132,2129215,2018-02-25
2133,2129215,2018-03-05
2134,2129215,2018-03-18
2135,2129215,2018-03-20
2136,2129215,2018-03-24
2137,2129215,2018-03-31
2138,2129215,2018-04-12
2139,2129215,2018-04-15
2140,2129215,2018-04-22
2141,2129215,2018-04-30
2142,2129215,2018-05-04
2143,2129215,2018-05-06
2144,2129215,2018-05-09
2145,2129215,2018-05-12
2146,2129215,2018-05-20
2147,2129215,2018-05-22
2148,2129215,2018-05-27
2149,2129215,2018-06-04
2150,2129215,2018-06-11
2151,2129215,2018-06-16
2152,2129215,2018-06-18
2153,2129215,2018-06-20
2154,2129215,2018-06-29
2155,2129215,2018-07-10
2156,2129215,2018-07-12
2157,2129215,2018-07-14
2158,2129215,2018-07-16
2159,2129215,2018-07-19
2160,2129215,2018-07-24
2161,2129215,2018-07-26
2162,2129215,2018-07-28
2163,2129215,2018-07-31
2164,2129215,2018-08-03
2165,2129215,2018-08-05
2166,2129215,2018-08-10
2167,2129215,2018-08-19
2168,2129215,2018-08-22
2169,2129215,2018-08-25
2170,2129215,2018-08-27
2171,2129215,2018-09-01
2172,2129215,2018-09-03
2173,2129215,2018-09-05
2174,2129215,2018-09-12
2175,2129215,2018-09-14
2176,2129215,2018-09-17
2177,2129215,2018-09-20
2178,2129215,2018-09-28
2179,2129215,2018-10-03
2180,2129215,2018-10-07
2181,2129215,2018-10-15
2182,2129215,2018-10-24
2183,2129215,2018-11-08
2184,2129215,2018-11-12
2185,2129215,2018-11-14
2186,2129215,2018-11-23
2187,2129215,2018-11-25
2188,2129215,2018-12-04
2189,2129215,2018-12-08
2190,2129215,2018-12-17
2191,2129215,2018-12-19
2192,2129215,2018-12-26
2193,2129215,2019-01-04
2194,2129215,2019-01-09
2195,2129215,2019-01-13
2196,2129215,2019-01-17
2197,2129215,2019-01-19
2198,2129215,2019-01-25
2199,2129215,2019-01-28
2200,2129215,2019-02-03
2201,2129215,2019-02-10
2202,2129215,2019-02-17
2203,2129215,2019-02-19
2204,2129215,2019-02-25
2205,2129215,2019-02-27
2206,2129215,2019-03-04
2207,2129215,2019-03-06
2208,2129215,2019-03-10
2209,2129215,2019-03-14
2210,2129215,2019-03-20
2211,2129215,2019-04-02
2212,2129215,2019-04-08
2213,2129215,2019-04-13
2214,2129215,2019-04-16
2215,2129215,2019-04-21
2216,2129215,2019-04-23
2217,2129215,2019-04-26
2218,2129215,2019-04-29
2219,2129215,2019-05-09
2220,2129215,2019-05-15
2221,2129215,2019-05-18
2222,2129215,2019-05-25
2223,2129215,2019-06-10
2224,2129215,2019-06-12
2225,2129215,2019-06-14
2226,2129215,2019-06-22
2227,2129215,2019-06-27
2228,2129215,2019-07-01
2229,2129215,2019-07-03
2230,2129215,2019-07-07
2231,2129215,2019-07-11
2232,2129215,2019-07-13
2233,2129215,2019-07-17
2234,2129215,2019-07-21
2235,2129215,2019-07-23
2236,2129215,2019-08-01
2237,2129215,2019-08-06
2238,2129215,2019-08-08
2239,2129215,2019-08-11
2240,2129215,2019-08-14
2241,2129215,2019-08-22
2242,2129215,2019-08-25
2243,2129215,2019-08-29
2244,2129215,2019-08-31
2245,2129215,2019-09-03
2246,2129215,2019-09-10
2247,2129215,2019-09-14
2248,2129215,2019-09-17
2249,2129215,2019-09-20
2250,2129215,2019-09-22
2251,2129215,2019-09-25
2252,2129215,2019-09-28
2253,2129215,2019-10-06
2254,2129215,2019-10-07
2255,2129215,2019-10-14
2256,2129215,2019-10-17
2257,2129215,2019-10-22
2258,2129215,2019-10-29
2259,2129215,2019-11-05
2260,2129215,2019-11-08
2261,2129215,2019-11-14
2262,2129215,2019-11-17
2263,2129215,2019-11-21
2264,2129215,2019-11-30
2265,2129215,2019-12-05
2266,2129215,2019-12-10
2267,2129215,2019-12-12
2268,2129215,2019-12-14
2269,2129215,2019-12-17
2270,2129215,2019-12-19
2271,2129215,2019-12-21
2272,2129215,2019-12-25
2273,2129215,2019-12-28
2274,2129215,2019-12-31
2275,2129215,2020-01-02
2276,2129215,2020-01-08
2277,2129215,2020-01-15
2278,2129215,2020-01-18
2279,2129215,2020-01-20
2280,2129215,2020-01-21
2281,2129215,2020-01-27
2282,2129215,2020-01-30
2283,2129215,2020-02-03
2284,2129215,2020-02-08
2285,2129215,2020-03-02
2286,2129215,2020-03-15
2287,2129215,2020-03-17
2288,2129215,2020-03-31
2314,2156372,2019-05-03
2315,2156372,2019-08-11
2316,2156372,2019-08-20
2317,2156372,2019-09-13
2318,2156372,2019-11-24
2319,2156372,2020-01-21
2320,2156372,2020-01-27
2321,2156372,2020-02-05
2322,2156372,2020-10-21
2323,2156372,2021-04-17
2349,2387588,2018-02-12
2350,2387588,2018-02-18
2351,2387588,2018-02-21
2352,2387588,2018-02-25
2353,2387588,2018-03-19
2354,2387588,2018-05-20
2355,2387588,2018-06-10
2356,2387588,2018-06-17
2357,2387588,2018-06-21
2358,2387588,2018-07-03
2359,2387588,2018-07-13
2360,2387588,2018-09-02
2361,2387588,2018-11-11
2362,2387588,2018-11-17
2363,2387588,2018-11-18
2364,2387588,2018-12-16
2365,2387588,2018-12-30
2366,2387588,2019-01-05
2367,2387588,2019-01-09
2368,2387588,2019-01-31
2369,2387588,2019-02-06
2370,2387588,2019-02-08
2371,2387588,2019-02-24
2372,2387588,2019-03-10
2373,2387588,2019-04-06
2374,2387588,2019-04-14
2375,2387588,2019-04-21
2376,2387588,2019-07-22
2377,2387588,2019-10-13
2378,2387588,2019-11-03
2379,2387588,2019-11-24
2380,2387588,2019-12-28
2381,2387588,2019-12-31
2382,2387588,2020-01-11
2383,2387588,2020-02-23
2384,2387588,2020-03-08
2385,2387588,2022-05-14
2386,2387588,2022-05-16
2387,2387588,2022-06-02
2388,2387588,2022-06-08
2389,2387588,2022-06-30
2390,2387588,2022-07-03
2391,2387588,2022-07-15
2392,2387588,2022-07-29
2393,2387588,2022-08-10
2394,2387588,2022-08-13
2395,2387588,2022-08-18
2396,2387588,2022-08-22
2397,2387588,2022-08-26
2398,2387588,2022-09-04
2418,2387715,2018-01-01
2419,2387715,2018-02-03
2420,2387715,2018-02-10
2421,2387715,2018-03-15
2422,2387715,2018-03-20
2423,2387715,2018-03-23
2424,2387715,2018-03-30
2425,2387715,2018-04-10
2426,2387715,2018-04-15
2427,2387715,2018-04-20
2428,2387715,2018-07-01
2429,2387715,2018-07-29
2430,2387715,2018-08-11
2431,2387715,2018-08-17
2432,2387715,2018-08-26
2433,2387715,2018-09-15
2434,2387715,2018-12-16
2435,2387715,2018-12-25
2436,2387715,2018-12-31
2437,2387715,2019-01-09
2438,2387715,2019-02-10
2439,2387715,2019-02-15
2440,2387715,2019-02-18
2441,2387715,2019-03-23
2442,2387715,2019-05-05
2443,2387715,2019-05-13
2444,2387715,2019-05-14
2445,2387715,2019-06-07
2446,2387715,2019-06-19
2447,2387715,2019-07-06
2448,2387715,2019-07-11
2449,2387715,2019-09-16
2450,2387715,2019-10-04
2451,2387715,2019-12-25
2452,2387715,2020-01-02
2453,2387715,2020-01-17
2454,2387715,2020-01-18
2455,2387715,2022-08-06
2456,2387715,2022-08-15
2457,2387715,2022-08-29
2461,2387730,2018-02-19
2462,2387730,2018-02-28
2463,2387730,2019-02-09
2464,2387730,2019-09-22
2465,2387730,2022-08-28
2466,2387730,2022-09-06
2467,2387730,2022-09-19
2468,2547778,2018-06-30
2471,2922184,2019-01-13
2472,2922184,2019-01-31
2473,2922184,2019-03-08
2474,2922184,2019-03-25
